participant, y, burst, z
15, 65, 66, 0
15, 26, 26, 0
15, 34, 34, 0
15, 35, 36, 0
15, 61, 62, 0
15, 39, 40, 0
15, 39, 40, 0
15, 42, 43, 0
15, 13, 13, 0
15, 29, 30, 0
15, 60, 61, 0
15, 30, 30, 0
15, 30, 31, 0
15, 9, 9, 0
15, 64, 64, 0
15, 61, 62, 0
15, 17, 17, 0
15, 52, 53, 0
15, 52, 52, 0
15, 64, 64, 0
15, 60, 61, 0
15, 35, 36, 0
15, 31, 32, 0
15, 54, 55, 0
15, 21, 21, 0
15, 46, 47, 0
15, 10, 10, 0
15, 45, 46, 0
15, 32, 32, 0
15, 31, 32, 0
15, 45, 46, 0
15, 13, 14, 0
15, 34, 34, 0
15, 20, 21, 0
15, 20, 21, 0
15, 64, 64, 0
15, 53, 54, 0
15, 42, 43, 0
15, 13, 13, 0
15, 34, 35, 0
15, 27, 28, 0
15, 30, 30, 0
15, 31, 32, 0
15, 9, 9, 0
15, 22, 23, 0
15, 49, 50, 0
15, 17, 17, 0
15, 26, 27, 0
15, 26, 27, 0
15, 50, 51, 0
15, 98, 99, 0
15, 39, 39, 0
15, 96, 96, 0
15, 52, 53, 0
15, 21, 21, 0
15, 43, 44, 0
15, 10, 10, 0
15, 53, 54, 0
15, 32, 32, 0
15, 55, 56, 0
15, 44, 45, 0
15, 26, 26, 0
15, 34, 34, 0
15, 47, 47, 0
15, 18, 19, 0
15, 26, 27, 0
15, 0, 1, 0
15, 0, 1, 0
15, 0, 1, 0
15, 34, 35, 0
15, 19, 20, 0
15, 14, 15, 0
15, 17, 18, 0
15, 9, 9, 0
15, 23, 24, 0
15, 17, 18, 0
15, 17, 17, 0
15, 62, 63, 0
15, 31, 32, 0
16, 52, 53, 0
16, 51, 52, 0
16, 39, 39, 0
16, 31, 32, 0
16, 51, 52, 0
16, 21, 21, 0
16, 78, 79, 0
16, 10, 10, 0
16, 49, 50, 0
16, 32, 32, 0
16, 34, 35, 0
16, 31, 32, 0
16, 26, 26, 0
16, 34, 34, 0
16, 28, 29, 0
16, 29, 30, 0
16, 34, 35, 0
16, 41, 42, 0
16, 42, 43, 0
16, 13, 13, 0
16, 44, 45, 0
16, 41, 42, 0
16, 30, 30, 0
16, 34, 35, 0
16, 9, 9, 0
16, 32, 33, 0
16, 40, 41, 0
16, 17, 17, 0
16, 23, 24, 0
16, 36, 37, 0
16, 33, 34, 0
16, 30, 31, 0
16, 25, 26, 0
16, 48, 49, 0
16, 38, 39, 0
16, 39, 39, 0
16, 37, 38, 0
16, 22, 23, 0
16, 34, 35, 0
16, 0, 1, 0
16, 21, 21, 0
16, 1, 2, 0
16, 42, 43, 0
16, 41, 42, 0
16, 10, 10, 0
16, 10, 10, 0
16, 30, 31, 0
16, 38, 39, 0
16, 32, 32, 0
16, 32, 32, 0
16, 30, 31, 0
16, 34, 35, 0
16, 35, 36, 0
16, 42, 43, 0
16, 26, 26, 0
16, 26, 26, 0
16, 30, 31, 0
16, 34, 34, 0
16, 30, 31, 0
16, 37, 38, 0
16, 47, 48, 0
16, 46, 47, 0
16, 37, 38, 0
16, 59, 60, 0
16, 40, 41, 0
16, 57, 58, 0
16, 44, 45, 0
16, 67, 68, 0
16, 13, 13, 0
16, 13, 13, 0
16, 55, 56, 0
16, 57, 58, 0
16, 36, 37, 0
16, 49, 50, 0
16, 30, 30, 0
16, 30, 30, 0
16, 61, 62, 0
16, 36, 37, 0
16, 9, 9, 0
16, 9, 9, 0
16, 50, 51, 0
16, 37, 38, 0
16, 66, 67, 0
16, 42, 43, 0
16, 17, 17, 0
16, 17, 17, 0
16, 76, 77, 0
16, 52, 53, 0
16, 52, 52, 0
16, 51, 52, 0
17, 64, 64, 0
17, 27, 28, 0
17, 39, 39, 0
17, 28, 29, 0
17, 38, 39, 0
17, 21, 21, 0
17, 47, 48, 0
17, 10, 10, 0
17, 47, 48, 0
17, 32, 32, 0
17, 45, 46, 0
17, 67, 68, 0
17, 26, 26, 0
17, 34, 34, 0
17, 47, 47, 0
17, 21, 22, 0
17, 44, 45, 0
17, 50, 51, 0
17, 75, 75, 0
17, 13, 13, 0
17, 64, 64, 0
17, 37, 38, 0
17, 30, 30, 0
17, 43, 44, 0
17, 9, 9, 0
17, 43, 44, 0
17, 55, 56, 0
17, 17, 17, 0
17, 56, 57, 0
17, 52, 52, 0
17, 36, 37, 0
17, 57, 58, 0
17, 26, 27, 0
17, 67, 68, 0
17, 74, 75, 0
17, 21, 21, 0
17, 61, 62, 0
17, 10, 10, 0
17, 64, 64, 0
17, 32, 32, 0
17, 34, 35, 0
17, 58, 59, 0
17, 26, 26, 0
17, 34, 34, 0
17, 47, 47, 0
17, 40, 41, 0
17, 64, 64, 0
17, 61, 62, 0
17, 57, 58, 0
17, 13, 13, 0
17, 54, 55, 0
17, 60, 61, 0
17, 30, 30, 0
17, 50, 51, 0
17, 9, 9, 0
17, 51, 52, 0
17, 27, 28, 0
17, 17, 17, 0
17, 51, 52, 0
17, 52, 52, 0
17, 43, 44, 0
17, 53, 54, 0
17, 39, 39, 0
17, 47, 48, 0
17, 47, 48, 0
17, 21, 21, 0
17, 36, 37, 0
17, 10, 10, 0
17, 51, 52, 0
17, 32, 32, 0
17, 39, 40, 0
17, 43, 44, 0
17, 26, 26, 0
17, 34, 34, 0
17, 47, 47, 0
17, 35, 36, 0
17, 49, 50, 0
17, 54, 55, 0
17, 53, 54, 0
17, 13, 13, 0
17, 52, 53, 0
17, 57, 58, 0
17, 30, 30, 0
17, 49, 50, 0
17, 9, 9, 0
17, 49, 50, 0
17, 54, 55, 0
17, 17, 17, 0
17, 52, 53, 0
17, 51, 52, 0
18, 64, 64, 0
18, 52, 53, 0
18, 39, 39, 0
18, 43, 44, 0
18, 60, 61, 0
18, 21, 21, 0
18, 41, 42, 0
18, 10, 10, 0
18, 36, 37, 0
18, 32, 32, 0
18, 36, 37, 0
18, 42, 43, 0
18, 26, 26, 0
18, 34, 34, 0
18, 34, 35, 0
18, 37, 38, 0
18, 64, 64, 0
18, 62, 63, 0
18, 47, 48, 0
18, 13, 13, 0
18, 52, 53, 0
18, 87, 88, 0
18, 30, 30, 0
18, 70, 71, 0
18, 9, 9, 0
18, 64, 64, 0
18, 44, 45, 0
18, 17, 17, 0
18, 69, 70, 0
18, 32, 33, 0
18, 36, 37, 0
18, 49, 50, 0
18, 39, 39, 0
18, 32, 33, 0
18, 39, 40, 0
18, 21, 21, 0
18, 37, 38, 0
18, 10, 10, 0
18, 39, 40, 0
18, 32, 32, 0
18, 38, 39, 0
18, 36, 37, 0
18, 26, 26, 0
18, 34, 34, 0
18, 35, 36, 0
18, 38, 39, 0
18, 23, 24, 0
18, 43, 44, 0
18, 45, 46, 0
18, 13, 13, 0
18, 39, 40, 0
18, 47, 48, 0
18, 30, 30, 0
18, 44, 45, 0
18, 9, 9, 0
18, 39, 40, 0
18, 44, 45, 0
18, 17, 17, 0
18, 42, 43, 0
18, 45, 46, 0
18, 29, 30, 0
18, 40, 41, 0
18, 39, 39, 0
18, 39, 40, 0
18, 37, 38, 0
18, 21, 21, 0
18, 32, 33, 0
18, 10, 10, 0
18, 41, 42, 0
18, 32, 32, 0
18, 33, 34, 0
18, 37, 38, 0
18, 26, 26, 0
18, 34, 34, 0
18, 47, 47, 0
18, 44, 45, 0
18, 42, 43, 0
18, 48, 49, 0
18, 54, 55, 0
18, 13, 13, 0
18, 52, 53, 0
18, 52, 53, 0
18, 30, 30, 0
18, 41, 42, 0
18, 9, 9, 0
18, 56, 57, 0
18, 59, 60, 0
18, 17, 17, 0
18, 38, 39, 0
18, 46, 47, 0
19, 37, 38, 0
19, 67, 68, 0
19, 39, 39, 0
19, 96, 96, 0
19, 76, 77, 0
19, 21, 21, 0
19, 7, 8, 0
19, 10, 10, 0
19, 50, 51, 0
19, 32, 32, 0
19, 21, 22, 0
19, 25, 26, 0
19, 26, 26, 0
19, 18, 19, 0
19, 30, 31, 0
19, 9, 10, 0
19, 64, 64, 0
19, 24, 25, 0
19, 32, 33, 0
19, 13, 13, 0
19, 56, 57, 0
19, 58, 59, 0
19, 28, 29, 0
19, 55, 56, 0
19, 7, 8, 0
19, 64, 64, 0
19, 24, 25, 0
19, 17, 17, 0
19, 51, 52, 0
19, 9, 10, 0
19, 64, 64, 0
19, 42, 43, 0
19, 39, 39, 0
19, 18, 19, 0
19, 24, 25, 0
19, 21, 21, 0
19, 35, 36, 0
19, 10, 10, 0
19, 32, 33, 0
19, 32, 32, 0
19, 28, 29, 0
19, 51, 52, 0
19, 26, 26, 0
19, 34, 34, 0
19, 29, 30, 0
19, 38, 39, 0
19, 38, 39, 0
19, 54, 55, 0
19, 62, 63, 0
19, 13, 13, 0
19, 33, 34, 0
19, 66, 67, 0
19, 30, 30, 0
19, 18, 19, 0
19, 9, 9, 0
19, 64, 64, 0
19, 24, 25, 0
19, 17, 17, 0
19, 32, 33, 0
19, 52, 52, 0
19, 64, 64, 0
19, 71, 72, 0
19, 39, 39, 0
19, 22, 23, 0
19, 25, 26, 0
19, 21, 21, 0
19, 32, 33, 0
19, 10, 10, 0
19, 49, 50, 0
19, 32, 32, 0
19, 64, 64, 0
19, 52, 53, 0
19, 26, 26, 0
19, 34, 34, 0
19, 17, 18, 0
19, 23, 24, 0
19, 36, 37, 0
19, 19, 20, 0
19, 41, 42, 0
19, 13, 13, 0
19, 30, 31, 0
19, 57, 58, 0
19, 30, 30, 0
19, 52, 53, 0
19, 9, 9, 0
19, 48, 49, 0
19, 53, 54, 0
19, 17, 17, 0
19, 42, 43, 0
19, 9, 10, 0
20, 64, 64, 0
20, 12, 13, 0
20, 37, 38, 0
20, 38, 39, 0
20, 46, 47, 0
20, 21, 21, 0
20, 12, 13, 0
20, 10, 10, 0
20, 3, 4, 0
20, 16, 17, 0
20, 26, 27, 0
20, 50, 51, 0
20, 26, 26, 0
20, 10, 11, 0
20, 24, 25, 0
20, 37, 38, 0
20, 36, 37, 0
20, 66, 67, 0
20, 75, 75, 0
20, 13, 13, 0
20, 10, 11, 0
20, 25, 26, 0
20, 30, 30, 0
20, 8, 9, 0
20, 9, 9, 0
20, 5, 6, 0
20, 22, 23, 0
20, 17, 17, 0
20, 14, 15, 0
20, 26, 27, 0
20, 54, 55, 0
20, 85, 86, 0
20, 39, 39, 0
20, 34, 35, 0
20, 48, 49, 0
20, 21, 21, 0
20, 46, 47, 0
20, 10, 10, 0
20, 63, 64, 0
20, 32, 32, 0
20, 15, 16, 0
20, 51, 52, 0
20, 26, 26, 0
20, 34, 34, 0
20, 5, 6, 0
20, 22, 23, 0
20, 46, 47, 0
20, 39, 40, 0
20, 35, 36, 0
20, 13, 13, 0
20, 34, 35, 0
20, 53, 54, 0
20, 30, 30, 0
20, 14, 15, 0
20, 9, 9, 0
20, 23, 24, 0
20, 44, 45, 0
20, 17, 17, 0
20, 40, 41, 0
20, 52, 52, 0
20, 55, 56, 0
20, 76, 77, 0
20, 39, 39, 0
20, 12, 13, 0
20, 52, 53, 0
20, 21, 21, 0
20, 27, 28, 0
20, 10, 10, 0
20, 54, 55, 0
20, 32, 32, 0
20, 44, 45, 0
20, 33, 34, 0
20, 26, 26, 0
20, 13, 14, 0
20, 42, 43, 0
20, 35, 36, 0
20, 44, 45, 0
20, 55, 56, 0
20, 29, 30, 0
20, 13, 13, 0
20, 47, 48, 0
20, 21, 22, 0
20, 30, 30, 0
20, 19, 20, 0
20, 9, 9, 0
20, 30, 31, 0
20, 45, 46, 0
20, 17, 17, 0
20, 11, 12, 0
20, 29, 30, 0
21, 30, 31, 0
21, 56, 57, 0
21, 39, 39, 0
21, 34, 35, 0
21, 43, 44, 0
21, 21, 21, 0
21, 44, 45, 0
21, 10, 10, 0
21, 41, 42, 0
21, 32, 32, 0
21, 42, 43, 0
21, 43, 44, 0
21, 26, 26, 0
21, 34, 34, 0
21, 44, 45, 0
21, 45, 46, 0
21, 26, 27, 0
21, 40, 41, 0
21, 44, 45, 0
21, 13, 13, 0
21, 26, 27, 0
21, 51, 52, 0
21, 30, 30, 0
21, 50, 51, 0
21, 9, 9, 0
21, 40, 41, 0
21, 40, 41, 0
21, 17, 17, 0
21, 40, 41, 0
21, 40, 41, 0
21, 50, 51, 0
21, 40, 41, 0
21, 39, 39, 0
21, 46, 47, 0
21, 45, 46, 0
21, 21, 21, 0
21, 44, 45, 0
21, 10, 10, 0
21, 45, 46, 0
21, 32, 32, 0
21, 45, 46, 0
21, 45, 46, 0
21, 26, 26, 0
21, 34, 34, 0
21, 46, 47, 0
21, 45, 46, 0
21, 44, 45, 0
21, 50, 51, 0
21, 40, 41, 0
21, 13, 13, 0
21, 25, 26, 0
21, 50, 51, 0
21, 30, 30, 0
21, 51, 52, 0
21, 9, 9, 0
21, 51, 52, 0
21, 58, 59, 0
21, 17, 17, 0
21, 57, 58, 0
21, 15, 16, 0
21, 64, 64, 0
21, 60, 61, 0
21, 39, 39, 0
21, 60, 61, 0
21, 45, 46, 0
21, 21, 21, 0
21, 65, 66, 0
21, 10, 10, 0
21, 64, 64, 0
21, 32, 32, 0
21, 64, 64, 0
21, 60, 61, 0
21, 26, 26, 0
21, 30, 31, 0
21, 47, 47, 0
21, 60, 61, 0
21, 60, 61, 0
21, 25, 26, 0
21, 60, 61, 0
21, 13, 13, 0
21, 35, 36, 0
21, 60, 61, 0
21, 30, 30, 0
21, 34, 35, 0
21, 9, 9, 0
21, 60, 61, 0
21, 40, 41, 0
21, 17, 17, 0
21, 60, 61, 0
21, 52, 52, 0
22, 64, 64, 0
22, 39, 40, 0
22, 39, 39, 0
22, 37, 38, 0
22, 88, 88, 0
22, 21, 21, 0
22, 45, 46, 0
22, 10, 10, 0
22, 64, 64, 0
22, 32, 32, 0
22, 33, 34, 0
22, 40, 41, 0
22, 26, 26, 0
22, 34, 34, 0
22, 24, 25, 0
22, 51, 52, 0
22, 26, 27, 0
22, 59, 60, 0
22, 70, 71, 0
22, 13, 13, 0
22, 59, 60, 0
22, 52, 53, 0
22, 30, 30, 0
22, 88, 88, 0
22, 9, 9, 0
22, 60, 61, 0
22, 44, 45, 0
22, 17, 17, 0
22, 73, 74, 0
22, 52, 52, 0
22, 63, 64, 0
22, 54, 55, 0
22, 39, 39, 0
22, 96, 96, 0
22, 63, 64, 0
22, 21, 21, 0
22, 69, 70, 0
22, 10, 10, 0
22, 64, 64, 0
22, 32, 32, 0
22, 46, 47, 0
22, 64, 65, 0
22, 26, 26, 0
22, 34, 34, 0
22, 47, 47, 0
22, 39, 40, 0
22, 64, 64, 0
22, 46, 47, 0
22, 47, 48, 0
22, 13, 13, 0
22, 64, 64, 0
22, 56, 57, 0
22, 30, 30, 0
22, 60, 61, 0
22, 9, 9, 0
22, 52, 53, 0
22, 43, 44, 0
22, 17, 17, 0
22, 85, 86, 0
22, 24, 25, 0
22, 64, 64, 0
22, 44, 45, 0
22, 39, 39, 0
22, 51, 52, 0
22, 82, 83, 0
22, 21, 21, 0
22, 65, 66, 0
22, 10, 10, 0
22, 64, 64, 0
22, 32, 32, 0
22, 49, 50, 0
22, 58, 59, 0
22, 26, 26, 0
22, 34, 34, 0
22, 47, 47, 0
22, 32, 33, 0
22, 58, 59, 0
22, 56, 57, 0
22, 68, 69, 0
22, 13, 13, 0
22, 64, 64, 0
22, 42, 43, 0
22, 30, 30, 0
22, 39, 40, 0
22, 9, 9, 0
22, 41, 42, 0
22, 47, 48, 0
22, 17, 17, 0
22, 54, 55, 0
22, 46, 47, 0
23, 30, 31, 0
23, 76, 77, 0
23, 39, 39, 0
23, 33, 34, 0
23, 12, 13, 0
23, 13, 14, 0
23, 18, 19, 0
23, 10, 10, 0
23, 9, 10, 0
23, 17, 18, 0
23, 15, 16, 0
23, 20, 21, 0
23, 26, 26, 0
23, 16, 17, 0
23, 14, 15, 0
23, 17, 18, 0
23, 12, 13, 0
23, 17, 18, 0
23, 24, 25, 0
23, 13, 13, 0
23, 16, 17, 0
23, 16, 17, 0
23, 14, 15, 0
23, 13, 14, 0
23, 9, 9, 0
23, 17, 18, 0
23, 22, 23, 0
23, 9, 10, 0
23, 25, 26, 0
23, 20, 21, 0
23, 13, 14, 0
23, 13, 14, 0
23, 23, 24, 0
23, 23, 24, 0
23, 21, 22, 0
23, 21, 21, 0
23, 13, 14, 0
23, 8, 9, 0
23, 22, 23, 0
23, 15, 16, 0
23, 26, 27, 0
23, 29, 30, 0
23, 26, 26, 0
23, 30, 31, 0
23, 30, 31, 0
23, 30, 31, 0
23, 30, 31, 0
23, 31, 32, 0
23, 15, 16, 0
23, 13, 13, 0
23, 37, 38, 0
23, 35, 36, 0
23, 30, 30, 0
23, 19, 20, 0
23, 9, 9, 0
23, 8, 9, 0
23, 19, 20, 0
23, 17, 17, 0
23, 8, 9, 0
23, 23, 24, 0
23, 25, 26, 0
23, 39, 40, 0
23, 39, 39, 0
23, 35, 36, 0
23, 32, 33, 0
23, 21, 21, 0
23, 70, 71, 0
23, 10, 10, 0
23, 64, 64, 0
23, 12, 13, 0
23, 40, 41, 0
23, 49, 50, 0
23, 26, 26, 0
23, 33, 34, 0
23, 47, 47, 0
23, 50, 51, 0
23, 58, 59, 0
23, 66, 67, 0
23, 75, 75, 0
23, 13, 13, 0
23, 64, 64, 0
23, 31, 32, 0
23, 30, 30, 0
23, 29, 30, 0
23, 9, 9, 0
23, 36, 37, 0
23, 51, 52, 0
23, 17, 17, 0
23, 21, 22, 0
23, 52, 52, 0
24, 14, 15, 0
24, 8, 9, 0
24, 15, 16, 0
24, 29, 30, 0
24, 51, 52, 0
24, 21, 21, 0
24, 38, 39, 0
24, 10, 10, 0
24, 40, 41, 0
24, 32, 32, 0
24, 21, 22, 0
24, 31, 32, 0
24, 26, 26, 0
24, 28, 29, 0
24, 23, 24, 0
24, 22, 23, 0
24, 34, 35, 0
24, 27, 28, 0
24, 28, 29, 0
24, 13, 13, 0
24, 11, 12, 0
24, 23, 24, 0
24, 30, 30, 0
24, 23, 24, 0
24, 9, 9, 0
24, 25, 26, 0
24, 31, 32, 0
24, 17, 17, 0
24, 31, 32, 0
24, 24, 25, 0
24, 21, 22, 0
24, 22, 23, 0
24, 23, 24, 0
24, 26, 27, 0
24, 31, 32, 0
24, 21, 21, 0
24, 17, 18, 0
24, 10, 10, 0
24, 32, 33, 0
24, 32, 32, 0
24, 33, 34, 0
24, 35, 36, 0
24, 26, 26, 0
24, 34, 34, 0
24, 21, 22, 0
24, 26, 27, 0
24, 28, 29, 0
24, 32, 33, 0
24, 31, 32, 0
24, 13, 13, 0
24, 22, 23, 0
24, 22, 23, 0
24, 17, 18, 0
24, 19, 20, 0
24, 9, 9, 0
24, 20, 21, 0
24, 22, 23, 0
24, 8, 9, 0
24, 23, 24, 0
24, 14, 15, 0
24, 17, 18, 0
24, 37, 38, 0
24, 28, 29, 0
24, 34, 35, 0
24, 54, 55, 0
24, 20, 21, 0
24, 47, 48, 0
24, 10, 10, 0
24, 33, 34, 0
24, 32, 32, 0
24, 22, 23, 0
24, 37, 38, 0
24, 26, 26, 0
24, 28, 29, 0
24, 40, 41, 0
24, 32, 33, 0
24, 27, 28, 0
24, 27, 28, 0
24, 26, 27, 0
24, 13, 13, 0
24, 17, 18, 0
24, 25, 26, 0
24, 30, 30, 0
24, 28, 29, 0
24, 9, 9, 0
24, 28, 29, 0
24, 27, 28, 0
24, 17, 17, 0
24, 18, 19, 0
24, 19, 20, 0
25, 62, 63, 0
25, 104, 105, 0
25, 39, 39, 0
25, 49, 50, 0
25, 88, 88, 0
25, 21, 21, 0
25, 64, 65, 0
25, 10, 10, 0
25, 64, 64, 0
25, 32, 32, 0
25, 25, 26, 0
25, 47, 48, 0
25, 26, 26, 0
25, 34, 34, 0
25, 42, 43, 0
25, 49, 50, 0
25, 64, 64, 0
25, 39, 40, 0
25, 44, 45, 0
25, 13, 13, 0
25, 54, 55, 0
25, 48, 49, 0
25, 30, 30, 0
25, 22, 23, 0
25, 9, 9, 0
25, 56, 57, 0
25, 64, 65, 0
25, 17, 17, 0
25, 99, 100, 0
25, 52, 52, 0
25, 64, 64, 0
25, 60, 61, 0
25, 39, 39, 0
25, 52, 53, 0
25, 88, 88, 0
25, 21, 21, 0
25, 109, 110, 0
25, 10, 10, 0
25, 64, 64, 0
25, 32, 32, 0
25, 54, 55, 0
25, 41, 42, 0
25, 26, 26, 0
25, 34, 34, 0
25, 22, 23, 0
25, 56, 57, 0
25, 64, 64, 0
25, 48, 49, 0
25, 63, 64, 0
25, 13, 13, 0
25, 41, 42, 0
25, 62, 63, 0
25, 30, 30, 0
25, 68, 69, 0
25, 9, 9, 0
25, 61, 62, 0
25, 91, 91, 0
25, 17, 17, 0
25, 62, 63, 0
25, 43, 44, 0
25, 54, 55, 0
25, 44, 45, 0
25, 39, 39, 0
25, 46, 47, 0
25, 45, 46, 0
25, 21, 21, 0
25, 48, 49, 0
25, 10, 10, 0
25, 51, 52, 0
25, 32, 32, 0
25, 43, 44, 0
25, 47, 48, 0
25, 26, 26, 0
25, 34, 34, 0
25, 47, 47, 0
25, 36, 37, 0
25, 28, 29, 0
25, 32, 33, 0
25, 39, 40, 0
25, 13, 13, 0
25, 45, 46, 0
25, 46, 47, 0
25, 30, 30, 0
25, 41, 42, 0
25, 9, 9, 0
25, 52, 53, 0
25, 57, 58, 0
25, 17, 17, 0
25, 45, 46, 0
25, 30, 31, 0
26, 17, 18, 0
26, 4, 5, 0
26, 3, 4, 0
26, 28, 29, 0
26, 47, 48, 0
26, 21, 21, 0
26, 38, 39, 0
26, 10, 10, 0
26, 44, 45, 0
26, 32, 32, 0
26, 30, 31, 0
26, 51, 52, 0
26, 26, 26, 0
26, 34, 34, 0
26, 25, 26, 0
26, 28, 29, 0
26, 38, 39, 0
26, 41, 42, 0
26, 35, 36, 0
26, 13, 13, 0
26, 45, 46, 0
26, 42, 43, 0
26, 30, 30, 0
26, 41, 42, 0
26, 9, 9, 0
26, 37, 38, 0
26, 37, 38, 0
26, 17, 17, 0
26, 39, 40, 0
26, 40, 41, 0
26, 64, 64, 0
26, 54, 55, 0
26, 39, 39, 0
26, 37, 38, 0
26, 48, 49, 0
26, 21, 21, 0
26, 43, 44, 0
26, 10, 10, 0
26, 38, 39, 0
26, 32, 32, 0
26, 38, 39, 0
26, 40, 41, 0
26, 26, 26, 0
26, 32, 33, 0
26, 40, 41, 0
26, 40, 41, 0
26, 43, 44, 0
26, 49, 50, 0
26, 45, 46, 0
26, 13, 13, 0
26, 44, 45, 0
26, 53, 54, 0
26, 30, 30, 0
26, 40, 41, 0
26, 9, 9, 0
26, 44, 45, 0
26, 45, 46, 0
26, 17, 17, 0
26, 40, 41, 0
26, 38, 39, 0
26, 44, 45, 0
26, 42, 43, 0
26, 39, 39, 0
26, 35, 36, 0
26, 35, 36, 0
26, 21, 21, 0
26, 39, 40, 0
26, 10, 10, 0
26, 39, 40, 0
26, 32, 32, 0
26, 30, 31, 0
26, 35, 36, 0
26, 26, 26, 0
26, 32, 33, 0
26, 25, 26, 0
26, 32, 33, 0
26, 37, 38, 0
26, 38, 39, 0
26, 37, 38, 0
26, 13, 13, 0
26, 39, 40, 0
26, 38, 39, 0
26, 30, 30, 0
26, 30, 31, 0
26, 9, 9, 0
26, 33, 34, 0
26, 37, 38, 0
26, 17, 17, 0
26, 32, 33, 0
26, 36, 37, 0
27, 64, 64, 0
27, 30, 31, 0
27, 35, 36, 0
27, 55, 56, 0
27, 88, 88, 0
27, 21, 21, 0
27, 73, 74, 0
27, 10, 10, 0
27, 64, 64, 0
27, 32, 32, 0
27, 64, 64, 0
27, 30, 31, 0
27, 26, 26, 0
27, 34, 34, 0
27, 36, 37, 0
27, 80, 81, 0
27, 64, 64, 0
27, 61, 62, 0
27, 75, 75, 0
27, 13, 13, 0
27, 64, 64, 0
27, 61, 62, 0
27, 30, 30, 0
27, 65, 66, 0
27, 9, 9, 0
27, 50, 51, 0
27, 35, 36, 0
27, 17, 17, 0
27, 38, 39, 0
27, 52, 52, 0
27, 35, 36, 0
27, 55, 56, 0
27, 39, 39, 0
27, 53, 54, 0
27, 59, 60, 0
27, 21, 21, 0
27, 55, 56, 0
27, 10, 10, 0
27, 63, 64, 0
27, 32, 32, 0
27, 64, 64, 0
27, 55, 56, 0
27, 26, 26, 0
27, 34, 34, 0
27, 47, 47, 0
27, 58, 59, 0
27, 60, 61, 0
27, 72, 73, 0
27, 53, 54, 0
27, 13, 13, 0
27, 57, 58, 0
27, 45, 46, 0
27, 30, 30, 0
27, 47, 48, 0
27, 9, 9, 0
27, 64, 64, 0
27, 64, 65, 0
27, 17, 17, 0
27, 45, 46, 0
27, 52, 52, 0
27, 35, 36, 0
27, 57, 58, 0
27, 39, 39, 0
27, 62, 63, 0
27, 68, 69, 0
27, 21, 21, 0
27, 70, 71, 0
27, 10, 10, 0
27, 64, 64, 0
27, 32, 32, 0
27, 64, 64, 0
27, 55, 56, 0
27, 26, 26, 0
27, 34, 34, 0
27, 47, 47, 0
27, 70, 71, 0
27, 64, 64, 0
27, 47, 48, 0
27, 72, 73, 0
27, 13, 13, 0
27, 64, 64, 0
27, 66, 67, 0
27, 30, 30, 0
27, 47, 48, 0
27, 9, 9, 0
27, 64, 64, 0
27, 47, 48, 0
27, 17, 17, 0
27, 50, 51, 0
27, 52, 52, 0
28, 41, 42, 0
28, 28, 29, 0
28, 39, 39, 0
28, 21, 22, 0
28, 27, 28, 0
28, 21, 21, 0
28, 24, 25, 0
28, 10, 10, 0
28, 26, 27, 0
28, 31, 32, 0
28, 33, 34, 0
28, 20, 21, 0
28, 25, 26, 0
28, 32, 33, 0
28, 45, 46, 0
28, 58, 59, 0
28, 60, 61, 0
28, 48, 49, 0
28, 31, 32, 0
28, 13, 13, 0
28, 30, 31, 0
28, 25, 26, 0
28, 30, 30, 0
28, 20, 21, 0
28, 9, 9, 0
28, 35, 36, 0
28, 26, 27, 0
28, 17, 17, 0
28, 24, 25, 0
28, 50, 51, 0
28, 29, 30, 0
28, 42, 43, 0
28, 32, 33, 0
28, 21, 22, 0
28, 36, 37, 0
28, 21, 21, 0
28, 25, 26, 0
28, 10, 10, 0
28, 19, 20, 0
28, 25, 26, 0
28, 18, 19, 0
28, 26, 27, 0
28, 26, 26, 0
28, 28, 29, 0
28, 22, 23, 0
28, 80, 81, 0
28, 48, 49, 0
28, 66, 67, 0
28, 52, 53, 0
28, 13, 13, 0
28, 64, 64, 0
28, 9, 10, 0
28, 30, 30, 0
28, 37, 38, 0
28, 9, 9, 0
28, 51, 52, 0
28, 40, 41, 0
28, 17, 17, 0
28, 98, 99, 0
28, 52, 52, 0
28, 63, 64, 0
28, 20, 21, 0
28, 39, 39, 0
28, 28, 29, 0
28, 88, 88, 0
28, 21, 21, 0
28, 38, 39, 0
28, 10, 10, 0
28, 48, 49, 0
28, 32, 32, 0
28, 64, 64, 0
28, 16, 17, 0
28, 26, 26, 0
28, 34, 34, 0
28, 13, 14, 0
28, 57, 58, 0
28, 64, 64, 0
28, 15, 16, 0
28, 75, 75, 0
28, 13, 13, 0
28, 6, 7, 0
28, 110, 111, 0
28, 30, 30, 0
28, 88, 88, 0
28, 9, 9, 0
28, 9, 10, 0
28, 91, 91, 0
28, 17, 17, 0
28, 6, 7, 0
28, 52, 52, 0
29, 35, 36, 0
29, 40, 41, 0
29, 39, 39, 0
29, 40, 41, 0
29, 40, 41, 0
29, 21, 21, 0
29, 40, 41, 0
29, 10, 10, 0
29, 40, 41, 0
29, 32, 32, 0
29, 50, 51, 0
29, 40, 41, 0
29, 26, 26, 0
29, 34, 34, 0
29, 47, 47, 0
29, 40, 41, 0
29, 40, 41, 0
29, 40, 41, 0
29, 40, 41, 0
29, 13, 13, 0
29, 44, 45, 0
29, 44, 45, 0
